"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 01 16:11:33 GMT 2022","Sat Jan 01 16:12:15 GMT 2022","41721","All Test Suite","Test name","com.qabot.AddElementTest","com.qabot.AddElementTest","testAddRemoveElements","Click add element (n) times and then dismiss all 'Delete' buttons",""
"passed","Sat Jan 01 16:11:33 GMT 2022","Sat Jan 01 16:11:34 GMT 2022","834","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testPageHeader","Find images with broken links",""
"passed","Sat Jan 01 16:11:33 GMT 2022","Sat Jan 01 16:11:34 GMT 2022","1174","All Test Suite","Test name","com.qabot.ContextMenuTest","com.qabot.ContextMenuTest","performRightClickAndAcceptTheAlert","Click context menu and perform the right click and accept the alert",""
"passed","Sat Jan 01 16:11:34 GMT 2022","Sat Jan 01 16:11:34 GMT 2022","419","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testBrokenImages","Validate number of broken images (2)",""
"passed","Sat Jan 01 16:11:33 GMT 2022","Sat Jan 01 16:11:34 GMT 2022","1041","All Test Suite","Test name","com.qabot.CheckBoxesTest","com.qabot.CheckBoxesTest","checkTheFirstCheckboxUnselectedAndSecondCheckboxSelected","Click on Checkboxes and check the first one is unchecked and the second one is checked",""
"passed","Sat Jan 01 16:11:33 GMT 2022","Sat Jan 01 16:11:34 GMT 2022","1012","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validatePage","validate the right page",""
"passed","Sat Jan 01 16:11:33 GMT 2022","Sat Jan 01 16:11:34 GMT 2022","829","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testDynamicLoadedPage","validate the page loads correctly",""
"failed","Sat Jan 01 16:11:33 GMT 2022","Sat Jan 01 16:11:34 GMT 2022","881","All Test Suite","Test name","com.qabot.ABTestingTest","com.qabot.ABTestingTest","testABTestingContentAndHeader","Click A/B Testing link and check the Header and Content",""
"passed","Sat Jan 01 16:11:36 GMT 2022","Sat Jan 01 16:11:36 GMT 2022","848","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","checkThePopupAppearance","Check the popup header and body text",""
"passed","Sat Jan 01 16:11:36 GMT 2022","Sat Jan 01 16:11:37 GMT 2022","59","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","closeThePopup","Close the popup after verifying the header and body",""
"passed","Sat Jan 01 16:11:34 GMT 2022","Sat Jan 01 16:11:35 GMT 2022","868","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validateColumnHeader","validate column header",""
"passed","Sat Jan 01 16:11:34 GMT 2022","Sat Jan 01 16:11:40 GMT 2022","5816","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testHiddenContent","validate the hidden content shows up with the right text",""
