"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 26 17:49:00 GMT 2021","Sun Dec 26 17:49:00 GMT 2021","643","All Test Suite","Test name","com.qabot.CheckBoxesTest","com.qabot.CheckBoxesTest","checkTheFirstCheckboxUnselectedAndSecondCheckboxSelected","Click on Checkboxes and check the first one is unchecked and the second one is checked",""
"passed","Sun Dec 26 17:49:02 GMT 2021","Sun Dec 26 17:49:02 GMT 2021","112","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testBrokenImages","Validate number of broken images (2)",""
"passed","Sun Dec 26 17:49:02 GMT 2021","Sun Dec 26 17:49:03 GMT 2021","474","All Test Suite","Test name","com.qabot.ContextMenuTest","com.qabot.ContextMenuTest","performRightClickAndAcceptTheAlert","Click context menu  ",""
"passed","Sun Dec 26 17:49:04 GMT 2021","Sun Dec 26 17:49:10 GMT 2021","5408","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testHiddenContent","validate the hidden content shows up with the right text",""
"passed","Sun Dec 26 17:49:02 GMT 2021","Sun Dec 26 17:49:02 GMT 2021","381","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testPageHeader","Find images with broken links",""
"passed","Sun Dec 26 17:49:00 GMT 2021","Sun Dec 26 17:49:41 GMT 2021","41012","All Test Suite","Test name","com.qabot.AddElementTest","com.qabot.AddElementTest","testAddRemoveElements","Click add element (n) times and then dismiss all 'Delete' buttons",""
"passed","Sun Dec 26 17:49:05 GMT 2021","Sun Dec 26 17:49:05 GMT 2021","318","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validateColumnHeader","validate column header",""
"passed","Sun Dec 26 17:49:04 GMT 2021","Sun Dec 26 17:49:04 GMT 2021","254","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testDynamicLoadedPage","validate the page loads correctly",""
"passed","Sun Dec 26 17:49:04 GMT 2021","Sun Dec 26 17:49:05 GMT 2021","366","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validatePage","validate the right page",""
"passed","Sun Dec 26 17:49:00 GMT 2021","Sun Dec 26 17:49:00 GMT 2021","638","All Test Suite","Test name","com.qabot.ABTestingTest","com.qabot.ABTestingTest","testABTestingContentAndHeader","Click A/B Testing link and check the Header and Content",""
