"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 03 21:07:30 GMT 2023","Mon Jul 03 21:07:31 GMT 2023","98","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkTheFileUploadSuccess","Check if the file uploaded successfully",""
"passed","Mon Jul 03 21:07:34 GMT 2023","Mon Jul 03 21:07:34 GMT 2023","64","All Test Suite","Test name","com.qabot.SliderTest","com.qabot.SliderTest","testSetValue","Set the slider value",""
"passed","Mon Jul 03 21:07:32 GMT 2023","Mon Jul 03 21:07:34 GMT 2023","1655","All Test Suite","Test name","com.qabot.LoginTest","com.qabot.LoginTest","testLoginSuccess","Success login",""
"passed","Mon Jul 03 21:08:20 GMT 2023","Mon Jul 03 21:08:23 GMT 2023","3172","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testDisableText","Disable the text box",""
"passed","Mon Jul 03 21:07:33 GMT 2023","Mon Jul 03 21:07:34 GMT 2023","1377","All Test Suite","Test name","com.qabot.SliderTest","com.qabot.SliderTest","testSlide","Move the slider to a value",""
"passed","Mon Jul 03 21:07:25 GMT 2023","Mon Jul 03 21:07:26 GMT 2023","903","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testPageHeader","Find images with broken links",""
"passed","Mon Jul 03 21:07:29 GMT 2023","Mon Jul 03 21:08:13 GMT 2023","44945","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testRemoveCheckbox","Hide the checkbox",""
"passed","Mon Jul 03 21:07:32 GMT 2023","Mon Jul 03 21:07:32 GMT 2023","155","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
"passed","Mon Jul 03 21:07:31 GMT 2023","Mon Jul 03 21:07:31 GMT 2023","209","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
"passed","Mon Jul 03 21:07:26 GMT 2023","Mon Jul 03 21:07:26 GMT 2023","754","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validateColumnHeader","validate column header",""
"passed","Mon Jul 03 21:07:25 GMT 2023","Mon Jul 03 21:07:26 GMT 2023","1105","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validatePage","validate the right page",""
"passed","Mon Jul 03 21:07:29 GMT 2023","Mon Jul 03 21:07:30 GMT 2023","835","All Test Suite","Test name","com.qabot.FrameTest","com.qabot.FrameTest","testFramePage","Validate the page",""
