"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 01 16:14:15 GMT 2022","Sat Jan 01 16:14:21 GMT 2022","5805","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testHiddenContent","validate the hidden content shows up with the right text",""
"passed","Sat Jan 01 16:14:15 GMT 2022","Sat Jan 01 16:14:16 GMT 2022","1304","All Test Suite","Test name","com.qabot.ContextMenuTest","com.qabot.ContextMenuTest","performRightClickAndAcceptTheAlert","Click context menu and perform the right click and accept the alert",""
"passed","Sat Jan 01 16:14:19 GMT 2022","Sat Jan 01 16:14:19 GMT 2022","68","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","closeThePopup","Close the popup after verifying the header and body",""
"passed","Sat Jan 01 16:14:16 GMT 2022","Sat Jan 01 16:14:17 GMT 2022","878","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validateColumnHeader","validate column header",""
"passed","Sat Jan 01 16:14:15 GMT 2022","Sat Jan 01 16:14:16 GMT 2022","1091","All Test Suite","Test name","com.qabot.CheckBoxesTest","com.qabot.CheckBoxesTest","checkTheFirstCheckboxUnselectedAndSecondCheckboxSelected","Click on Checkboxes and check the first one is unchecked and the second one is checked",""
"passed","Sat Jan 01 16:14:15 GMT 2022","Sat Jan 01 16:14:15 GMT 2022","841","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testDynamicLoadedPage","validate the page loads correctly",""
"passed","Sat Jan 01 16:14:18 GMT 2022","Sat Jan 01 16:14:19 GMT 2022","911","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","checkThePopupAppearance","Check the popup header and body text",""
"passed","Sat Jan 01 16:14:15 GMT 2022","Sat Jan 01 16:14:16 GMT 2022","930","All Test Suite","Test name","com.qabot.ABTestingTest","com.qabot.ABTestingTest","testABTestingContentAndHeader","Click A/B Testing link and check the Header and Content",""
"passed","Sat Jan 01 16:14:15 GMT 2022","Sat Jan 01 16:14:15 GMT 2022","794","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testPageHeader","Find images with broken links",""
"passed","Sat Jan 01 16:14:15 GMT 2022","Sat Jan 01 16:14:16 GMT 2022","984","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validatePage","validate the right page",""
"broken","Sat Jan 01 16:14:18 GMT 2022","Sat Jan 01 16:14:18 GMT 2022","601","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkFileUpload","Upload file and check if the file uploaded successfully",""
"passed","Sat Jan 01 16:14:16 GMT 2022","Sat Jan 01 16:14:16 GMT 2022","361","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testBrokenImages","Validate number of broken images (2)",""
