"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 03 20:42:39 GMT 2023","Mon Jul 03 20:42:39 GMT 2023","127","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
"failed","Mon Jul 03 20:42:34 GMT 2023","Mon Jul 03 20:42:35 GMT 2023","1395","All Test Suite","Test name","com.qabot.ABTestingTest","com.qabot.ABTestingTest","testABTestingContentAndHeader","Click A/B Testing link and check the Header and Content",""
"passed","Mon Jul 03 20:42:34 GMT 2023","Mon Jul 03 20:42:34 GMT 2023","706","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testPageHeader","Find images with broken links",""
"passed","Mon Jul 03 20:42:36 GMT 2023","Mon Jul 03 20:42:38 GMT 2023","1354","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","checkThePopupAppearance","Check the popup header and body text",""
"passed","Mon Jul 03 20:42:39 GMT 2023","Mon Jul 03 20:42:39 GMT 2023","90","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
"passed","Mon Jul 03 20:42:34 GMT 2023","Mon Jul 03 20:42:35 GMT 2023","607","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validateColumnHeader","validate column header",""
"passed","Mon Jul 03 20:42:34 GMT 2023","Mon Jul 03 20:42:35 GMT 2023","395","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testBrokenImages","Validate number of broken images (2)",""
"passed","Mon Jul 03 20:43:27 GMT 2023","Mon Jul 03 20:43:30 GMT 2023","3127","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testDisableText","Disable the text box",""
"passed","Mon Jul 03 20:42:38 GMT 2023","Mon Jul 03 20:42:40 GMT 2023","1940","All Test Suite","Test name","com.qabot.FrameTest","com.qabot.FrameTest","testSubPage","Test Frame sub page",""
"passed","Mon Jul 03 20:42:41 GMT 2023","Mon Jul 03 20:42:41 GMT 2023","40","All Test Suite","Test name","com.qabot.SliderTest","com.qabot.SliderTest","testSetValue","Set the slider value",""
"passed","Mon Jul 03 20:42:38 GMT 2023","Mon Jul 03 20:42:43 GMT 2023","5657","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testHiddenContent","validate the hidden content shows up with the right text",""
"passed","Mon Jul 03 20:42:37 GMT 2023","Mon Jul 03 20:42:38 GMT 2023","612","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testDynamicLoadedPage","validate the page loads correctly",""
"passed","Mon Jul 03 20:42:37 GMT 2023","Mon Jul 03 20:42:38 GMT 2023","586","All Test Suite","Test name","com.qabot.FrameTest","com.qabot.FrameTest","testFramePage","Validate the page",""
"passed","Mon Jul 03 20:42:40 GMT 2023","Mon Jul 03 20:42:41 GMT 2023","782","All Test Suite","Test name","com.qabot.SliderTest","com.qabot.SliderTest","testSlide","Move the slider to a value",""
"passed","Mon Jul 03 20:42:34 GMT 2023","Mon Jul 03 20:42:35 GMT 2023","632","All Test Suite","Test name","com.qabot.CheckBoxesTest","com.qabot.CheckBoxesTest","checkTheFirstCheckboxUnselectedAndSecondCheckboxSelected","Click on Checkboxes and check the first one is unchecked and the second one is checked",""
"passed","Mon Jul 03 20:42:37 GMT 2023","Mon Jul 03 20:42:38 GMT 2023","1078","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testValidatePage","Validate the right page",""
"passed","Mon Jul 03 20:42:37 GMT 2023","Mon Jul 03 20:42:38 GMT 2023","1230","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkFileUpload","Upload file and check if the file uploaded successfully",""
"passed","Mon Jul 03 20:42:34 GMT 2023","Mon Jul 03 20:43:15 GMT 2023","41689","All Test Suite","Test name","com.qabot.AddElementTest","com.qabot.AddElementTest","testAddRemoveElements","Click add element (n) times and then dismiss all 'Delete' buttons",""
