"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 21 22:40:38 GMT 2022","Fri Jan 21 22:40:38 GMT 2022","397","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testBrokenImages","Validate number of broken images (2)",""
"passed","Fri Jan 21 22:40:40 GMT 2022","Fri Jan 21 22:40:41 GMT 2022","665","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testDynamicLoadedPage","validate the page loads correctly",""
"passed","Fri Jan 21 22:40:41 GMT 2022","Fri Jan 21 22:40:47 GMT 2022","5618","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testHiddenContent","validate the hidden content shows up with the right text",""
"passed","Fri Jan 21 22:40:40 GMT 2022","Fri Jan 21 22:40:42 GMT 2022","1461","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","checkThePopupAppearance","Check the popup header and body text",""
"passed","Fri Jan 21 22:41:25 GMT 2022","Fri Jan 21 22:41:28 GMT 2022","3106","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testAddCheckbox","Show the checkbox",""
"passed","Fri Jan 21 22:40:38 GMT 2022","Fri Jan 21 22:40:38 GMT 2022","682","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validateColumnHeader","validate column header",""
"passed","Fri Jan 21 22:40:44 GMT 2022","Fri Jan 21 22:40:45 GMT 2022","359","All Test Suite","Test name","com.qabot.LoginTest","com.qabot.LoginTest","testLoginFailure","Invalid login",""
"passed","Fri Jan 21 22:40:43 GMT 2022","Fri Jan 21 22:40:44 GMT 2022","1291","All Test Suite","Test name","com.qabot.LoginTest","com.qabot.LoginTest","testLoginSuccess","Success login",""
"passed","Fri Jan 21 22:40:37 GMT 2022","Fri Jan 21 22:40:38 GMT 2022","1212","All Test Suite","Test name","com.qabot.ContextMenuTest","com.qabot.ContextMenuTest","performRightClickAndAcceptTheAlert","Click context menu and perform the right click and accept the alert",""
"passed","Fri Jan 21 22:40:40 GMT 2022","Fri Jan 21 22:41:25 GMT 2022","44152","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testRemoveCheckbox","Hide the checkbox",""
"passed","Fri Jan 21 22:40:37 GMT 2022","Fri Jan 21 22:41:18 GMT 2022","41799","All Test Suite","Test name","com.qabot.AddElementTest","com.qabot.AddElementTest","testAddRemoveElements","Click add element (n) times and then dismiss all 'Delete' buttons",""
"passed","Fri Jan 21 22:40:37 GMT 2022","Fri Jan 21 22:40:38 GMT 2022","945","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validatePage","validate the right page",""
"passed","Fri Jan 21 22:40:40 GMT 2022","Fri Jan 21 22:40:43 GMT 2022","2868","All Test Suite","Test name","com.qabot.FrameTest","com.qabot.FrameTest","testSubPage","Test Frame sub page",""
"passed","Fri Jan 21 22:40:42 GMT 2022","Fri Jan 21 22:40:42 GMT 2022","198","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","closeThePopup","Close the popup after verifying the header and body",""
"passed","Fri Jan 21 22:40:41 GMT 2022","Fri Jan 21 22:40:42 GMT 2022","101","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkTheFileUploadSuccess","Check if the file uploaded successfully",""
"passed","Fri Jan 21 22:40:37 GMT 2022","Fri Jan 21 22:40:38 GMT 2022","874","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testPageHeader","Find images with broken links",""
